id,entity_id,degree_centrality,betweenness_centrality,pagerank,computed_at
NA001363,AC000244,0.0005,0,0.0002,2026-09-07T05:25:52.422870Z
NA001364,AC000245,0.0016,0.0004,0.0003,2026-09-07T05:25:52.422875Z
NA001365,AC000246,0.0005,0,0.0002,2026-09-07T05:25:52.422880Z
NA001366,AC000247,0.0011,0.0002,0.0002,2026-09-07T05:25:52.422886Z
NA001367,P000216,0.0038,0.0014,0.0006,2026-09-07T05:25:52.422890Z
NA001368,AC000248,0.0011,0.0001,0.0002,2026-09-07T05:25:52.422895Z
NA001369,P000217,0.0038,0.0012,0.0006,2026-09-07T05:25:52.422901Z
NA001370,AC000249,0.0011,0.0004,0.0002,2026-09-07T05:25:52.422906Z
NA001371,AC000250,0.0005,0,0.0002,2026-09-07T05:25:52.422910Z
NA001372,P000223,0.0043,0.0012,0.0007,2026-09-07T05:25:52.422917Z
NA001373,AC000251,0.0005,0,0.0002,2026-09-07T05:25:52.422921Z
NA001374,AC000252,0.0011,0.0001,0.0002,2026-09-07T05:25:52.422927Z
NA001375,AC000253,0.0011,0.0002,0.0002,2026-09-07T05:25:52.422931Z
NA001376,P000232,0.0032,0.0008,0.0006,2026-09-07T05:25:52.422937Z
NA001377,AC000254,0.0011,0.0001,0.0002,2026-09-07T05:25:52.422942Z
NA001378,AC000255,0.0005,0,0.0002,2026-09-07T05:25:52.422946Z
NA001379,AC000256,0.0011,0.0001,0.0002,2026-09-07T05:25:52.422952Z
NA001380,AC000257,0.0005,0,0.0002,2026-09-07T05:25:52.422957Z
NA001381,P000259,0.0038,0.0008,0.0006,2026-09-07T05:25:52.422962Z
NA001382,AC000258,0.0016,0.0002,0.0003,2026-09-07T05:25:52.422966Z
NA001383,P000260,0.0021,0.0006,0.0004,2026-09-07T05:25:52.422971Z
NA001384,AC000259,0.0005,0,0.0002,2026-09-07T05:25:52.422976Z
NA001385,AC000260,0.0016,0.0003,0.0003,2026-09-07T05:25:52.422981Z
NA001386,AC000261,0.0011,0.0001,0.0002,2026-09-07T05:25:52.422985Z
NA001387,AC000262,0.0005,0,0.0002,2026-09-07T05:25:52.422991Z
NA001388,AC000263,0.0005,0,0.0002,2026-09-07T05:25:52.422997Z
NA001389,AC000264,0.0011,0.0006,0.0002,2026-09-07T05:25:52.423001Z
NA001390,P000285,0.0059,0.0073,0.0008,2026-09-07T05:25:52.423006Z
NA001391,AC000265,0.0011,0.0004,0.0002,2026-09-07T05:25:52.423010Z
NA001392,P000288,0.0102,0.0063,0.0015,2026-09-07T05:25:52.423015Z
NA001393,AC000266,0.0005,0,0.0001,2026-09-07T05:25:52.423020Z
NA001394,AC000267,0.0005,0,0.0002,2026-09-07T05:25:52.423024Z
NA001395,P000292,0.0107,0.0089,0.0015,2026-09-07T05:25:52.423029Z
NA001396,AC000268,0.0016,0.0007,0.0003,2026-09-07T05:25:52.423033Z
NA001397,AC000269,0.0011,0.0001,0.0003,2026-09-07T05:25:52.423038Z
NA001398,AC000270,0.0005,0,0.0002,2026-09-07T05:25:52.423043Z
NA001399,P000306,0.007,0.0039,0.0011,2026-09-07T05:25:52.423047Z
NA001400,AC000271,0.0005,0,0.0001,2026-09-07T05:25:52.423052Z
NA001401,P000312,0.0032,0.0012,0.0006,2026-09-07T05:25:52.423057Z
NA001402,AC000272,0.0005,0,0.0002,2026-09-07T05:25:52.423061Z
NA001403,AC000273,0.0011,0.0002,0.0002,2026-09-07T05:25:52.423066Z
NA001404,AC000274,0.0005,0,0.0002,2026-09-07T05:25:52.423072Z
NA001405,AC000275,0.0005,0,0.0002,2026-09-07T05:25:52.423077Z
NA001406,P000330,0.0027,0.0009,0.0005,2026-09-07T05:25:52.423085Z
NA001407,AC000276,0.0005,0,0.0002,2026-09-07T05:25:52.423090Z
NA001408,AC000277,0.0005,0,0.0002,2026-09-07T05:25:52.423095Z
NA001409,P000332,0.007,0.0063,0.001,2026-09-07T05:25:52.423101Z
NA001410,AC000278,0.0005,0,0.0001,2026-09-07T05:25:52.423106Z
NA001411,P000336,0.0021,0.0002,0.0004,2026-09-07T05:25:52.423111Z
NA001412,AC000279,0.0016,0.0001,0.0003,2026-09-07T05:25:52.423117Z
NA001413,AC000280,0.0005,0,0.0002,2026-09-07T05:25:52.423122Z
NA001414,P000347,0.0032,0.0063,0.0005,2026-09-07T05:25:52.423126Z
NA001415,AC000281,0.0005,0,0.0002,2026-09-07T05:25:52.423131Z
NA001416,AC000282,0.0011,0.0004,0.0002,2026-09-07T05:25:52.423135Z
NA001417,AC000283,0.0011,0.0001,0.0002,2026-09-07T05:25:52.423140Z
NA001418,P000362,0.0059,0.004,0.0009,2026-09-07T05:25:52.423145Z
NA001419,AC000284,0.0011,0.0006,0.0002,2026-09-07T05:25:52.423149Z
NA001420,P000363,0.0038,0.0015,0.0006,2026-09-07T05:25:52.423154Z
NA001421,AC000285,0.0011,0.0001,0.0002,2026-09-07T05:25:52.423158Z
NA001422,P000365,0.0043,0.0015,0.0007,2026-09-07T05:25:52.423163Z
NA001423,AC000286,0.0005,0,0.0002,2026-09-07T05:25:52.423167Z
NA001424,P000366,0.0032,0.0012,0.0006,2026-09-07T05:25:52.423172Z
NA001425,AC000287,0.0005,0,0.0002,2026-09-07T05:25:52.423176Z
NA001426,AC000288,0.0011,0.0008,0.0003,2026-09-07T05:25:52.423181Z
NA001427,AC000289,0.0011,0.0001,0.0002,2026-09-07T05:25:52.423187Z
NA001428,AC000290,0.0005,0,0.0002,2026-09-07T05:25:52.423192Z
NA001429,P000372,0.0038,0.0021,0.0007,2026-09-07T05:25:52.423197Z
NA001430,AC000291,0.0005,0,0.0002,2026-09-07T05:25:52.423202Z
NA001431,P000380,0.0054,0.0076,0.0008,2026-09-07T05:25:52.423207Z
NA001432,AC000292,0.0005,0,0.0001,2026-09-07T05:25:52.423212Z
NA001433,AC000293,0.0011,0.0002,0.0002,2026-09-07T05:25:52.423216Z
NA001434,AC000294,0.0005,0,0.0002,2026-09-07T05:25:52.423220Z
NA001435,P000388,0.0038,0.0019,0.0007,2026-09-07T05:25:52.423227Z
NA001436,AC000295,0.0005,0,0.0002,2026-09-07T05:25:52.423232Z
NA001437,P000392,0.0043,0.0021,0.0008,2026-09-07T05:25:52.423236Z
NA001438,AC000296,0.0005,0,0.0002,2026-09-07T05:25:52.423241Z
NA001439,AC000297,0.0005,0,0.0002,2026-09-07T05:25:52.423246Z
NA001440,AC000298,0.0011,0.0002,0.0002,2026-09-07T05:25:52.423251Z
NA001441,AC000299,0.0005,0,0.0002,2026-09-07T05:25:52.423256Z
NA001442,AC000300,0.0005,0,0.0002,2026-09-07T05:25:52.423260Z
NA001443,AC000301,0.0011,0.0006,0.0002,2026-09-07T05:25:52.423265Z
NA001444,AC000302,0.0005,0,0.0002,2026-09-07T05:25:52.423269Z
NA001445,AC000303,0.0005,0,0.0002,2026-09-07T05:25:52.423275Z
NA001446,P000414,0.0048,0.0021,0.0007,2026-09-07T05:25:52.423279Z
NA001447,AC000304,0.0016,0.0005,0.0003,2026-09-07T05:25:52.423285Z
NA001448,P000422,0.0032,0.0005,0.0005,2026-09-07T05:25:52.423290Z
NA001449,AC000305,0.0011,0,0.0002,2026-09-07T05:25:52.423295Z
NA001450,AC000306,0.0011,0.0002,0.0003,2026-09-07T05:25:52.423300Z
NA001451,AC000307,0.0011,0.0005,0.0002,2026-09-07T05:25:52.423304Z
NA001452,P000436,0.007,0.0092,0.001,2026-09-07T05:25:52.423311Z
NA001453,AC000308,0.0005,0,0.0001,2026-09-07T05:25:52.423315Z
NA001454,AC000309,0.0011,0.0001,0.0002,2026-09-07T05:25:52.423320Z
NA001455,AC000310,0.0005,0,0.0002,2026-09-07T05:25:52.423325Z
NA001456,AC000311,0.0011,0.0002,0.0003,2026-09-07T05:25:52.423330Z
NA001457,P000447,0.0011,0.0005,0.0004,2026-09-07T05:25:52.423334Z
NA001458,AC000312,0.0005,0,0.0002,2026-09-07T05:25:52.423339Z
NA001459,P000450,0.0011,0.0005,0.0003,2026-09-07T05:25:52.423343Z
NA001460,AC000313,0.0005,0,0.0002,2026-09-07T05:25:52.423347Z
NA001461,P000451,0.0027,0.0005,0.0004,2026-09-07T05:25:52.423352Z
NA001462,AC000314,0.0016,0.0003,0.0003,2026-09-07T05:25:52.423356Z
NA001463,P000463,0.0016,0.0056,0.0004,2026-09-07T05:25:52.423361Z
NA001464,AC000315,0.0005,0,0.0002,2026-09-07T05:25:52.423365Z
NA001465,AC000316,0.0005,0,0.0002,2026-09-07T05:25:52.423370Z
NA001466,AC000317,0.0005,0,0.0002,2026-09-07T05:25:52.423376Z
NA001467,P000476,0.0027,0.0006,0.0005,2026-09-07T05:25:52.423383Z
NA001468,AC000318,0.0005,0,0.0002,2026-09-07T05:25:52.423388Z
NA001469,AC000319,0.0005,0,0.0002,2026-09-07T05:25:52.423392Z
NA001470,P000484,0.0016,0.0006,0.0004,2026-09-07T05:25:52.423397Z
NA001471,AC000320,0.0005,0,0.0002,2026-09-07T05:25:52.423401Z
NA001472,P000486,0.0021,0.0012,0.0004,2026-09-07T05:25:52.423407Z
NA001473,AC000321,0.0011,0.0001,0.0003,2026-09-07T05:25:52.423411Z
NA001474,P000487,0.0027,0.0003,0.0005,2026-09-07T05:25:52.423416Z
NA001475,AC000322,0.0011,0.0001,0.0002,2026-09-07T05:25:52.423421Z
NA001476,AC000323,0.0016,0.0002,0.0003,2026-09-07T05:25:52.423425Z
NA001477,P000492,0.0021,0.0004,0.0004,2026-09-07T05:25:52.423430Z
NA001478,AC000324,0.0016,0.0002,0.0003,2026-09-07T05:25:52.423435Z
NA001479,AC000325,0.0011,0.0013,0.0003,2026-09-07T05:25:52.423439Z
NA001480,P000504,0.0027,0.0008,0.0005,2026-09-07T05:25:52.423444Z
NA001481,AC000326,0.0005,0,0.0002,2026-09-07T05:25:52.423449Z
NA001482,P000509,0.0011,0,0.0003,2026-09-07T05:25:52.423454Z
NA001483,AC000327,0.0016,0.0001,0.0004,2026-09-07T05:25:52.423458Z
NA001484,P000514,0.0021,0.0002,0.0004,2026-09-07T05:25:52.423463Z
NA001485,AC000328,0.0011,0.0001,0.0002,2026-09-07T05:25:52.423467Z
NA001486,P000515,0.0016,0.0005,0.0003,2026-09-07T05:25:52.423474Z
NA001487,AC000329,0.0011,0.0002,0.0003,2026-09-07T05:25:52.423478Z
NA001488,AC000330,0.0011,0,0.0003,2026-09-07T05:25:52.423483Z
NA001489,AC000331,0.0016,0.0003,0.0003,2026-09-07T05:25:52.423488Z
NA001490,AC000332,0.0011,0.0001,0.0003,2026-09-07T05:25:52.423493Z
NA001491,P000527,0.0016,0.0006,0.0004,2026-09-07T05:25:52.423497Z
NA001492,AC000333,0.0005,0,0.0002,2026-09-07T05:25:52.423502Z
NA001493,AC000334,0.0005,0,0.0002,2026-09-07T05:25:52.423507Z
NA001494,P000531,0.0021,0.0058,0.0004,2026-09-07T05:25:52.423513Z
NA001495,AC000335,0.0005,0,0.0002,2026-09-07T05:25:52.423518Z
NA001496,P000534,0.0016,0.0006,0.0004,2026-09-07T05:25:52.423522Z
NA001497,AC000336,0.0005,0,0.0002,2026-09-07T05:25:52.423528Z
NA001498,P000535,0.0027,0.0009,0.0005,2026-09-07T05:25:52.423533Z
NA001499,AC000337,0.0005,0,0.0002,2026-09-07T05:25:52.423539Z
NA001500,P000537,0.0021,0.0006,0.0004,2026-09-07T05:25:52.423544Z
NA001501,AC000338,0.0005,0,0.0002,2026-09-07T05:25:52.423548Z
NA001502,P000539,0.0021,0.0002,0.0004,2026-09-07T05:25:52.423553Z
NA001503,AC000339,0.0011,0.0001,0.0003,2026-09-07T05:25:52.423558Z
NA001504,AC000340,0.0016,0.0002,0.0003,2026-09-07T05:25:52.423563Z
NA001505,AC000341,0.0005,0,0.0002,2026-09-07T05:25:52.423569Z
NA001506,P000545,0.0011,0.0001,0.0003,2026-09-07T05:25:52.423573Z
NA001507,AC000342,0.0016,0.0002,0.0004,2026-09-07T05:25:52.423578Z
NA001508,AC000343,0.0011,0.0001,0.0003,2026-09-07T05:25:52.423583Z
NA001509,AC000344,0.0005,0,0.0002,2026-09-07T05:25:52.423587Z
NA001510,AC000345,0.0005,0,0.0002,2026-09-07T05:25:52.423592Z
NA001511,AC000346,0.0011,0.0002,0.0003,2026-09-07T05:25:52.423597Z
NA001512,P000559,0.0027,0.0009,0.0004,2026-09-07T05:25:52.423601Z
NA001513,AC000347,0.0011,0,0.0002,2026-09-07T05:25:52.423606Z
NA001514,P000560,0.0027,0.0007,0.0005,2026-09-07T05:25:52.423611Z
NA001515,AC000348,0.0011,0.0001,0.0002,2026-09-07T05:25:52.423615Z
NA001516,P000568,0.0021,0.0007,0.0005,2026-09-07T05:25:52.423620Z
NA001517,AC000349,0.0005,0,0.0002,2026-09-07T05:25:52.423625Z
NA001518,AC000350,0.0005,0,0.0002,2026-09-07T05:25:52.423629Z
NA001519,P000576,0.0021,0.0005,0.0004,2026-09-07T05:25:52.423634Z
NA001520,AC000351,0.0011,0.0001,0.0002,2026-09-07T05:25:52.423638Z
NA001521,P000578,0.0021,0.001,0.0004,2026-09-07T05:25:52.423643Z
NA001522,AC000352,0.0005,0,0.0002,2026-09-07T05:25:52.423647Z
NA001523,AC000353,0.0011,0.0002,0.0003,2026-09-07T05:25:52.423652Z
NA001524,P000589,0.0016,0.0003,0.0003,2026-09-07T05:25:52.423656Z
NA001525,AC000354,0.0011,0.0001,0.0003,2026-09-07T05:25:52.423665Z
NA001526,P000591,0.0027,0.0009,0.0005,2026-09-07T05:25:52.423670Z
NA001527,AC000355,0.0005,0,0.0002,2026-09-07T05:25:52.423674Z
NA001528,P000592,0.0011,0.0005,0.0003,2026-09-07T05:25:52.423679Z
NA001529,AC000356,0.0005,0,0.0002,2026-09-07T05:25:52.423684Z
NA001530,P000597,0.0032,0.0036,0.0005,2026-09-07T05:25:52.423688Z
NA001531,AC000357,0.0011,0.0001,0.0002,2026-09-07T05:25:52.423697Z
NA001532,P000600,0.0032,0.0015,0.0005,2026-09-07T05:25:52.423702Z
NA001533,AC000358,0.0005,0,0.0002,2026-09-07T05:25:52.423706Z
NA001534,P000601,0.0027,0.0016,0.0005,2026-09-07T05:25:52.423711Z
NA001535,AC000359,0.0005,0,0.0002,2026-09-07T05:25:52.423716Z
NA001536,P000605,0.0011,0.0005,0.0003,2026-09-07T05:25:52.423721Z
NA001537,AC000360,0.0005,0,0.0002,2026-09-07T05:25:52.423726Z
NA001538,P000608,0.0027,0.0006,0.0005,2026-09-07T05:25:52.423731Z
NA001539,AC000361,0.0011,0.0004,0.0002,2026-09-07T05:25:52.423736Z
NA001540,P000612,0.0021,0.0006,0.0004,2026-09-07T05:25:52.423740Z
NA001541,AC000362,0.0005,0,0.0002,2026-09-07T05:25:52.423745Z
NA001542,AC000363,0.0016,0.0004,0.0003,2026-09-07T05:25:52.423749Z
NA001543,P000619,0.0043,0.0019,0.0007,2026-09-07T05:25:52.423754Z
NA001544,AC000364,0.0011,0.0002,0.0002,2026-09-07T05:25:52.423760Z
NA001545,ORG000024,0.0032,0.0008,0.0007,2026-09-07T05:25:52.423765Z
NA001546,AC000365,0.0027,0.0007,0.0006,2026-09-07T05:25:52.423770Z
NA001547,ORG000016,0.0021,0.0017,0.0005,2026-09-07T05:25:52.423775Z
NA001548,AC000366,0.0005,0,0.0002,2026-09-07T05:25:52.423779Z
NA001549,ORG000023,0.0016,0.0002,0.0004,2026-09-07T05:25:52.423784Z
NA001550,AC000367,0.0021,0.0002,0.0005,2026-09-07T05:25:52.423788Z
NA001551,ORG000014,0.0016,0.0001,0.0005,2026-09-07T05:25:52.423793Z
NA001552,AC000368,0.0011,0.0001,0.0003,2026-09-07T05:25:52.423798Z
NA001553,ORG000013,0.0043,0.0013,0.0009,2026-09-07T05:25:52.423802Z
NA001554,AC000369,0.0021,0.0002,0.0005,2026-09-07T05:25:52.423807Z
NA001555,ORG000021,0.0054,0.002,0.0009,2026-09-07T05:25:52.423811Z
NA001556,AC000370,0.0016,0.0001,0.0004,2026-09-07T05:25:52.423816Z
NA001557,AC000371,0.0027,0.0015,0.0006,2026-09-07T05:25:52.423820Z
NA001558,AC000372,0.0005,0,0.0002,2026-09-07T05:25:52.423825Z
NA001559,AC000373,0.0021,0.0009,0.0005,2026-09-07T05:25:52.423829Z
NA001560,AC000374,0.0027,0.0002,0.0006,2026-09-07T05:25:52.423834Z
NA001561,AC000375,0.0005,0,0.0002,2026-09-07T05:25:52.423839Z
NA001562,ORG000017,0.0048,0.0018,0.0008,2026-09-07T05:25:52.423843Z
NA001563,AC000376,0.0011,0,0.0003,2026-09-07T05:25:52.423849Z
NA001564,ORG000020,0.0038,0.001,0.0008,2026-09-07T05:25:52.423855Z
NA001565,AC000377,0.0016,0.0001,0.0004,2026-09-07T05:25:52.423860Z
NA001566,AC000378,0.0016,0.0001,0.0003,2026-09-07T05:25:52.423864Z
NA001567,AC000379,0.0027,0.0004,0.0006,2026-09-07T05:25:52.423869Z
NA001568,AC000380,0.0021,0.0006,0.0004,2026-09-07T05:25:52.423873Z
NA001569,AC000381,0.0011,0,0.0003,2026-09-07T05:25:52.423878Z
NA001570,AC000382,0.0011,0.0001,0.0003,2026-09-07T05:25:52.423883Z
NA001571,AC000383,0.0016,0.0001,0.0004,2026-09-07T05:25:52.423887Z
NA001572,AC000384,0.0027,0.0007,0.0005,2026-09-07T05:25:52.423893Z
NA001573,ORG000019,0.0027,0.0005,0.0005,2026-09-07T05:25:52.423901Z
NA001574,AC000385,0.0016,0.0001,0.0004,2026-09-07T05:25:52.423908Z
NA001575,AC000386,0.0011,0,0.0003,2026-09-07T05:25:52.423915Z
NA001576,ORG000022,0.0032,0.0008,0.0006,2026-09-07T05:25:52.423921Z
NA001577,AC000387,0.0011,0,0.0003,2026-09-07T05:25:52.423928Z
NA001578,AC000388,0.0011,0,0.0003,2026-09-07T05:25:52.423935Z
NA001579,AC000389,0.0021,0.0004,0.0004,2026-09-07T05:25:52.423945Z
NA001580,AC000390,0.0016,0.0004,0.0004,2026-09-07T05:25:52.423953Z
NA001581,AC000391,0.0021,0.0002,0.0005,2026-09-07T05:25:52.423960Z
NA001582,P000384,0.0027,0.0008,0.0004,2026-09-07T05:25:52.423965Z
NA001583,P000230,0.0059,0.0037,0.0008,2026-09-07T05:25:52.423973Z
NA001584,P000437,0.0032,0.0016,0.0005,2026-09-07T05:25:52.423978Z
NA001585,P000275,0.0118,0.0129,0.0016,2026-09-07T05:25:52.423983Z
NA001586,P000258,0.0021,0.0002,0.0004,2026-09-07T05:25:52.423989Z
NA001587,P000235,0.0027,0.0004,0.0004,2026-09-07T05:25:52.423994Z
NA001588,P000430,0.0032,0.0008,0.0005,2026-09-07T05:25:52.423999Z
NA001589,P000243,0.0032,0.0011,0.0005,2026-09-07T05:25:52.424004Z
NA001590,P000360,0.0032,0.0015,0.0005,2026-09-07T05:25:52.424008Z
NA001591,P000329,0.0021,0.0005,0.0004,2026-09-07T05:25:52.424013Z
NA001592,P000327,0.0038,0.0027,0.0006,2026-09-07T05:25:52.424018Z
NA001593,P000254,0.0027,0.001,0.0004,2026-09-07T05:25:52.424022Z
NA001594,P000340,0.0032,0.0011,0.0005,2026-09-07T05:25:52.424027Z
NA001595,P000444,0.0048,0.0036,0.0007,2026-09-07T05:25:52.424033Z
NA001596,P000409,0.0048,0.0015,0.0007,2026-09-07T05:25:52.424038Z
NA001597,P000397,0.0038,0.0004,0.0006,2026-09-07T05:25:52.424043Z
NA001598,P000416,0.0032,0.0013,0.0005,2026-09-07T05:25:52.424047Z
NA001599,P000352,0.0027,0.0013,0.0004,2026-09-07T05:25:52.424052Z
NA001600,P000263,0.0021,0.0003,0.0004,2026-09-07T05:25:52.424057Z
NA001601,P000318,0.0016,0.0002,0.0003,2026-09-07T05:25:52.424061Z
NA001602,P000296,0.0021,0.0006,0.0003,2026-09-07T05:25:52.424066Z
NA001603,P000348,0.0027,0.0007,0.0004,2026-09-07T05:25:52.424072Z
NA001604,P000323,0.0043,0.0013,0.0006,2026-09-07T05:25:52.424077Z
NA001605,P000364,0.0027,0.0013,0.0004,2026-09-07T05:25:52.424082Z
NA001606,P000251,0.0038,0.0007,0.0005,2026-09-07T05:25:52.424087Z
NA001607,P000205,0.0027,0.0006,0.0004,2026-09-07T05:25:52.424092Z
NA001608,P000337,0.0032,0.0012,0.0005,2026-09-07T05:25:52.424096Z
NA001609,P000325,0.0016,0.0001,0.0003,2026-09-07T05:25:52.424101Z
NA001610,P000351,0.0043,0.0021,0.0006,2026-09-07T05:25:52.424105Z
NA001611,P000249,0.0038,0.0015,0.0005,2026-09-07T05:25:52.424110Z
NA001612,P000320,0.0016,0.0003,0.0003,2026-09-07T05:25:52.424114Z
NA001613,P000354,0.0038,0.0018,0.0006,2026-09-07T05:25:52.424119Z
NA001614,P000379,0.0129,0.0089,0.0018,2026-09-07T05:25:52.424123Z
NA001615,P000353,0.0027,0.0007,0.0004,2026-09-07T05:25:52.424128Z
NA001616,P000391,0.0048,0.0011,0.0007,2026-09-07T05:25:52.424132Z
NA001617,P000269,0.0038,0.0013,0.0006,2026-09-07T05:25:52.424136Z
NA001618,ORG000015,0.0021,0.0002,0.0004,2026-09-07T05:25:52.424141Z
NA001619,P000405,0.0032,0.0013,0.0005,2026-09-07T05:25:52.424145Z
NA001620,P000283,0.0016,0.0001,0.0003,2026-09-07T05:25:52.424150Z
NA001621,P000274,0.0032,0.001,0.0005,2026-09-07T05:25:52.424154Z
NA001622,P000308,0.0021,0.0009,0.0004,2026-09-07T05:25:52.424162Z
NA001623,P000431,0.0032,0.001,0.0005,2026-09-07T05:25:52.424167Z
NA001624,ORG000018,0.0011,0,0.0003,2026-09-07T05:25:52.424172Z
NA001625,P000250,0.0021,0.0005,0.0004,2026-09-07T05:25:52.424176Z
NA001626,P000303,0.0027,0.0002,0.0004,2026-09-07T05:25:52.424180Z
NA001627,P000376,0.0032,0.0008,0.0005,2026-09-07T05:25:52.424189Z
NA001628,P000413,0.0021,0.0025,0.0004,2026-09-07T05:25:52.424194Z
NA001629,CS000001,0.0027,0.0012,0.0004,2026-09-07T05:25:52.424199Z
NA001630,CS000002,0.0032,0.001,0.0005,2026-09-07T05:25:52.424203Z
NA001631,CS000003,0.0011,0,0.0002,2026-09-07T05:25:52.424208Z
NA001632,CS000004,0.0027,0.0004,0.0004,2026-09-07T05:25:52.424213Z
NA001633,CS000005,0.0032,0.0004,0.0005,2026-09-07T05:25:52.424218Z
NA001634,P000581,0.0021,0.0008,0.0004,2026-09-07T05:25:52.424222Z
NA001635,CS000006,0.0016,0.0001,0.0003,2026-09-07T05:25:52.424227Z
NA001636,CS000007,0.0016,0.0001,0.0003,2026-09-07T05:25:52.424231Z
NA001637,CS000008,0.0016,0.0002,0.0003,2026-09-07T05:25:52.424236Z
NA001638,CS000009,0.0021,0.0013,0.0004,2026-09-07T05:25:52.424241Z
NA001639,P000536,0.0027,0.0003,0.0005,2026-09-07T05:25:52.424245Z
NA001640,CS000010,0.0016,0.0001,0.0003,2026-09-07T05:25:52.424260Z
NA001641,P000491,0.0016,0.0005,0.0003,2026-09-07T05:25:52.424265Z
NA001642,CS000011,0.0021,0,0.0003,2026-09-07T05:25:52.424272Z
NA001643,CS000012,0.0032,0.0002,0.0005,2026-09-07T05:25:52.424277Z
NA001644,P000461,0.0016,0.0004,0.0003,2026-09-07T05:25:52.424282Z
NA001645,CS000013,0.0016,0.0001,0.0003,2026-09-07T05:25:52.424287Z
NA001646,CS000014,0.0011,0,0.0002,2026-09-07T05:25:52.424292Z
NA001647,CS000015,0.0011,0,0.0002,2026-09-07T05:25:52.424297Z
NA001648,CS000016,0.0027,0.0001,0.0004,2026-09-07T05:25:52.424301Z
NA001649,CS000017,0.0027,0.0006,0.0004,2026-09-07T05:25:52.424306Z
NA001650,CS000018,0.0021,0.0002,0.0004,2026-09-07T05:25:52.424311Z
NA001651,CS000019,0.0011,0.0005,0.0003,2026-09-07T05:25:52.424316Z
NA001652,CS000020,0.0021,0.0002,0.0004,2026-09-07T05:25:52.424321Z
NA001653,P000554,0.0011,0,0.0002,2026-09-07T05:25:52.424325Z
NA001654,CS000021,0.0038,0.0011,0.0006,2026-09-07T05:25:52.424330Z
NA001655,CS000022,0.0005,0,0.0002,2026-09-07T05:25:52.424334Z
NA001656,CS000023,0.0021,0.0002,0.0004,2026-09-07T05:25:52.424339Z
NA001657,CS000024,0.0027,0.0008,0.0004,2026-09-07T05:25:52.424343Z
NA001658,CS000025,0.0027,0.0001,0.0004,2026-09-07T05:25:52.424348Z
NA001659,CS000026,0.0016,0,0.0003,2026-09-07T05:25:52.424354Z
NA001660,CS000027,0.0016,0.0001,0.0003,2026-09-07T05:25:52.424359Z
NA001661,CS000028,0.0027,0.0002,0.0004,2026-09-07T05:25:52.424365Z
NA001662,CS000029,0.0011,0.0001,0.0002,2026-09-07T05:25:52.424369Z
NA001663,CS000030,0.0016,0.0002,0.0003,2026-09-07T05:25:52.424374Z
NA001664,CS000031,0.0032,0.0004,0.0005,2026-09-07T05:25:52.424380Z
NA001665,CS000032,0.0027,0.0008,0.0004,2026-09-07T05:25:52.424385Z
NA001666,CS000033,0.0011,0.0002,0.0002,2026-09-07T05:25:52.424389Z
NA001667,CS000034,0.0005,0,0.0002,2026-09-07T05:25:52.424395Z
NA001668,CS000035,0.0021,0.0001,0.0004,2026-09-07T05:25:52.424399Z
NA001669,CS000036,0.0021,0.0003,0.0004,2026-09-07T05:25:52.424404Z
NA001670,P000452,0.0021,0.0003,0.0004,2026-09-07T05:25:52.424409Z
NA001671,CS000037,0.0005,0,0.0002,2026-09-07T05:25:52.424413Z
NA001672,CS000038,0.0027,0.0006,0.0004,2026-09-07T05:25:52.424418Z
NA001673,CS000039,0.0032,0.0023,0.0005,2026-09-07T05:25:52.424422Z
NA001674,CS000040,0.0011,0.0002,0.0002,2026-09-07T05:25:52.424427Z
NA001675,CS000041,0.0032,0.0013,0.0005,2026-09-07T05:25:52.424431Z
NA001676,CS000042,0.0021,0.0006,0.0004,2026-09-07T05:25:52.424437Z
NA001677,CS000043,0.0016,0.0006,0.0003,2026-09-07T05:25:52.424441Z
NA001678,CS000044,0.0016,0.0001,0.0003,2026-09-07T05:25:52.424445Z
NA001679,CS000045,0.0032,0.0007,0.0005,2026-09-07T05:25:52.424450Z
NA001680,CS000046,0.0027,0.0002,0.0004,2026-09-07T05:25:52.424454Z
NA001681,CS000047,0.0027,0.0003,0.0004,2026-09-07T05:25:52.424461Z
NA001682,CS000048,0.0005,0,0.0001,2026-09-07T05:25:52.424465Z
NA001683,CS000049,0.0027,0.0003,0.0004,2026-09-07T05:25:52.424470Z
NA001684,CS000050,0.0021,0.0003,0.0004,2026-09-07T05:25:52.424475Z
NA001685,CS000051,0.0021,0.0005,0.0004,2026-09-07T05:25:52.424480Z
NA001686,P000454,0.0011,0,0.0002,2026-09-07T05:25:52.424485Z
NA001687,CS000052,0.0016,0.0001,0.0003,2026-09-07T05:25:52.424490Z
NA001688,CS000053,0.0032,0.0007,0.0005,2026-09-07T05:25:52.424495Z
NA001689,CS000054,0.0011,0.0001,0.0002,2026-09-07T05:25:52.424499Z
NA001690,CS000055,0.0016,0.0001,0.0003,2026-09-07T05:25:52.424505Z
NA001691,CS000056,0.0021,0.0003,0.0004,2026-09-07T05:25:52.424510Z
NA001692,CS000057,0.0027,0.0002,0.0004,2026-09-07T05:25:52.424515Z
NA001693,P000459,0.0021,0.0002,0.0004,2026-09-07T05:25:52.424520Z
NA001694,CS000058,0.0032,0.0016,0.0005,2026-09-07T05:25:52.424524Z
NA001695,CS000059,0.0021,0.0008,0.0004,2026-09-07T05:25:52.424529Z
