id,location_id,person_id,vehicle_id,observed_at,notes,data_source
SR000832,LOC000012,P000143,VH000097,2024-08-26T05:14:20Z,Vehicle sighting captured by ANPR at KK Nagar Night Bazaar,SYNTHETIC
SR000833,LOC000032,P000110,,2025-01-01T21:42:49Z,CCTV frame captured at Bharathi Bazaar Agro Market toll plaza,SYNTHETIC
SR000834,LOC000019,P000326,,2025-08-12T08:17:06Z,Subject met unidentified associate at Meenakshi Nagar Agro Market,SYNTHETIC
SR000835,LOC000037,P000307,,2024-09-22T06:28:14Z,Subject met unidentified associate at Chokkanadar Pettai Textile Mill,SYNTHETIC
SR000836,LOC000059,P000118,VH000080,2024-12-21T10:35:30Z,Subject met unidentified associate at RS Puram Agro Market,SYNTHETIC
SR000837,LOC000055,P000066,,2025-05-11T03:10:35Z,CCTV frame captured at Kuruvikulam Construction Site toll plaza,SYNTHETIC
SR000838,LOC000059,P000450,,2025-06-22T08:49:07Z,Subject observed on foot near RS Puram Agro Market,SYNTHETIC
SR000839,LOC000039,P000286,VH000163,2024-03-01T05:43:46Z,Subject met unidentified associate at Thirunagar Industrial Estate,SYNTHETIC
SR000840,LOC000016,P000357,,2025-01-04T02:44:40Z,CCTV frame captured at Ukkadam Harbour Police Station toll plaza,SYNTHETIC
SR000841,LOC000033,P000256,,2026-05-15T23:33:33Z,Subject met unidentified associate at Ukkadam Toll Plaza,SYNTHETIC
SR000842,LOC000003,P000290,VH000164,2026-08-09T12:17:14Z,Subject used phone while parked near Thirunagar Cold Storage,SYNTHETIC
SR000843,LOC000022,P000536,,2025-11-06T17:02:16Z,Subject used phone while parked near Nellithope Cold Storage,SYNTHETIC
SR000844,LOC000060,P000300,VH000170,2025-01-02T15:05:47Z,Subject met unidentified associate at Ukkadam Cold Storage,SYNTHETIC
SR000845,LOC000040,P000425,VH000198,2024-08-05T14:20:07Z,Subject observed on foot near Gandhipuram Textile Mill,SYNTHETIC
SR000846,LOC000028,P000098,,2025-01-15T02:42:39Z,Subject met unidentified associate at Ganapathy Mandi,SYNTHETIC
SR000847,LOC000025,P000178,VH000206,2025-06-29T19:49:10Z,CCTV frame captured at Anna Nagar Check Post toll plaza,SYNTHETIC
SR000848,LOC000006,P000570,VH000224,2026-06-21T09:11:49Z,Subject used phone while parked near Pappanaickenpalayam Bridge End,SYNTHETIC
SR000849,LOC000009,P000125,VH000084,2026-02-08T11:12:44Z,Vehicle TN75 MR 8797 (truck) recorded entering Chokkanadar Pettai Oil Depot,SYNTHETIC
SR000850,LOC000019,P000199,VH000134,2024-04-11T17:41:22Z,Vehicle sighting captured by ANPR at Meenakshi Nagar Agro Market,SYNTHETIC
SR000851,LOC000002,P000257,VH000154,2024-06-04T14:53:00Z,Vehicle TN69 FN 4798 (SUV) recorded entering Velachery Oil Depot,SYNTHETIC
SR000852,LOC000020,P000077,VH000201,2025-10-16T06:07:27Z,Vehicle sighting captured by ANPR at Mylapore City Police Station,SYNTHETIC
SR000853,LOC000061,P000576,,2025-07-08T16:01:47Z,CCTV frame captured at Central Market Junction toll plaza,SYNTHETIC
SR000854,LOC000027,P000519,VH000211,2024-03-06T03:44:13Z,Vehicle sighting captured by ANPR at Mettupalayam Cold Storage,SYNTHETIC
SR000855,LOC000001,P000009,VH000007,2026-05-25T08:51:34Z,Subject met unidentified associate at Ganapathy City Police Station,SYNTHETIC
SR000856,LOC000039,P000247,,2025-02-16T01:48:01Z,CCTV frame captured at Thirunagar Industrial Estate toll plaza,SYNTHETIC
SR000857,LOC000025,P000305,,2025-06-06T15:22:26Z,Subject observed on foot near Anna Nagar Check Post,SYNTHETIC
SR000858,LOC000024,P000462,,2026-07-16T21:19:00Z,Subject observed on foot near Palladam Check Post,SYNTHETIC
SR000859,LOC000030,P000020,VH000013,2025-05-31T02:12:33Z,CCTV frame captured at Ganapathy Junction toll plaza,SYNTHETIC
SR000860,LOC000010,P000548,,2025-11-30T10:25:43Z,Subject met unidentified associate at Kuruvikulam Residential Layout,SYNTHETIC
SR000861,LOC000054,P000522,,2024-04-30T20:29:46Z,Subject met unidentified associate at Kallamadu Agro Market,SYNTHETIC
SR000862,LOC000054,P000192,,2024-12-16T16:14:28Z,CCTV frame captured at Kallamadu Agro Market toll plaza,SYNTHETIC
SR000863,LOC000049,P000259,,2024-06-27T08:31:07Z,Subject used phone while parked near Gandhipuram Warehouse Complex,SYNTHETIC
SR000864,LOC000058,P000400,VH000233,2025-01-18T04:02:22Z,Routine patrol log entry - Anna Nagar Lorry Park,SYNTHETIC
SR000865,LOC000012,P000595,,2026-06-28T10:54:35Z,CCTV frame captured at KK Nagar Night Bazaar toll plaza,SYNTHETIC
SR000866,LOC000054,P000245,,2026-03-09T23:33:20Z,Routine patrol log entry - Kallamadu Agro Market,SYNTHETIC
SR000867,LOC000061,P000454,,2025-05-04T16:34:42Z,CCTV frame captured at Central Market Junction toll plaza,SYNTHETIC
SR000868,LOC000058,P000317,VH000174,2024-06-13T12:33:45Z,Subject observed on foot near Anna Nagar Lorry Park,SYNTHETIC
SR000869,LOC000057,P000005,,2026-02-15T18:48:09Z,Subject met unidentified associate at Azhagar Koil Road Fuel Station,SYNTHETIC
SR000870,LOC000041,P000329,,2025-10-06T17:09:09Z,Subject met unidentified associate at Vilachery Cold Storage,SYNTHETIC
SR000871,LOC000006,P000600,,2026-01-14T08:59:34Z,Subject observed on foot near Pappanaickenpalayam Bridge End,SYNTHETIC
SR000872,LOC000011,P000589,,2024-07-10T17:30:15Z,Vehicle sighting captured by ANPR at Peelamedu Harbour Gate,SYNTHETIC
SR000873,LOC000002,P000288,,2025-11-23T22:17:14Z,Subject observed on foot near Velachery Oil Depot,SYNTHETIC
SR000874,LOC000002,P000526,,2024-11-09T05:41:53Z,CCTV frame captured at Velachery Oil Depot toll plaza,SYNTHETIC
SR000875,LOC000003,P000266,,2026-02-27T17:54:06Z,CCTV frame captured at Thirunagar Cold Storage toll plaza,SYNTHETIC
SR000876,LOC000050,P000206,,2025-07-10T03:48:49Z,Subject used phone while parked near Ganapathy Bus Terminus,SYNTHETIC
SR000877,LOC000002,P000115,VH000039,2025-04-25T23:55:30Z,Subject used phone while parked near Velachery Oil Depot,SYNTHETIC
SR000878,LOC000018,P000041,VH000028,2024-09-03T19:23:59Z,Subject used phone while parked near Anna Nagar Bus Terminus,SYNTHETIC
SR000879,LOC000034,P000204,,2025-01-13T12:58:19Z,Subject observed on foot near Mattuthavani Junction,SYNTHETIC
SR000880,LOC000040,P000501,,2025-07-24T14:39:51Z,Vehicle sighting captured by ANPR at Gandhipuram Textile Mill,SYNTHETIC
SR000881,LOC000048,P000327,,2025-08-21T01:32:24Z,Vehicle sighting captured by ANPR at Sulur Railway Yard,SYNTHETIC
SR000882,LOC000019,P000202,VH000136,2026-07-11T05:06:57Z,Vehicle TN21 ZA 9473 (motorcycle) recorded entering Meenakshi Nagar Agro Market,SYNTHETIC
SR000883,LOC000026,P000193,VH000129,2024-02-17T13:49:59Z,Routine patrol log entry - Kajamalai Industrial Estate,SYNTHETIC
SR000884,LOC000034,P000240,,2024-04-04T21:50:43Z,Routine patrol log entry - Mattuthavani Junction,SYNTHETIC
SR000885,LOC000018,P000066,,2025-01-21T20:37:42Z,CCTV frame captured at Anna Nagar Bus Terminus toll plaza,SYNTHETIC
SR000886,LOC000042,P000515,,2024-12-17T20:58:42Z,Subject observed on foot near Chromepet Agro Market,SYNTHETIC
SR000887,LOC000052,P000430,VH000086,2026-02-08T06:32:21Z,Subject used phone while parked near Coimbatore Junction Construction Site,SYNTHETIC
SR000888,LOC000058,P000073,,2025-07-17T02:08:16Z,Subject observed on foot near Anna Nagar Lorry Park,SYNTHETIC
SR000889,LOC000021,P000436,,2025-03-29T01:56:43Z,Subject observed on foot near Valluvar Layout Harbour Gate,SYNTHETIC
SR000890,LOC000009,P000226,,2024-05-11T11:31:51Z,Vehicle sighting captured by ANPR at Chokkanadar Pettai Oil Depot,SYNTHETIC
SR000891,LOC000047,P000416,,2024-04-14T23:32:57Z,Subject met unidentified associate at Azhagar Koil Road Junction,SYNTHETIC
SR000892,LOC000061,P000320,,2025-10-14T15:02:26Z,Subject met unidentified associate at Central Market Junction,SYNTHETIC
SR000893,LOC000060,P000138,VH000092,2024-02-07T18:08:30Z,Vehicle TN55 AV 5925 (motorcycle) recorded entering Ukkadam Cold Storage,SYNTHETIC
SR000894,LOC000021,P000411,,2024-03-06T12:14:32Z,CCTV frame captured at Valluvar Layout Harbour Gate toll plaza,SYNTHETIC
SR000895,LOC000028,P000102,VH000068,2025-10-01T16:48:34Z,Subject used phone while parked near Ganapathy Mandi,SYNTHETIC
SR000896,LOC000042,P000293,,2025-06-02T15:32:57Z,CCTV frame captured at Chromepet Agro Market toll plaza,SYNTHETIC
SR000897,LOC000022,P000335,,2024-07-29T14:07:59Z,Routine patrol log entry - Nellithope Cold Storage,SYNTHETIC
SR000898,LOC000027,P000359,VH000130,2025-12-10T19:24:54Z,Subject observed on foot near Mettupalayam Cold Storage,SYNTHETIC
SR000899,LOC000036,P000609,,2025-03-30T12:37:39Z,CCTV frame captured at Pothigai Nagar Oil Depot toll plaza,SYNTHETIC
SR000900,LOC000026,P000447,,2024-01-18T03:28:33Z,Subject observed on foot near Kajamalai Industrial Estate,SYNTHETIC
SR000901,LOC000022,P000615,,2026-07-03T16:34:41Z,CCTV frame captured at Nellithope Cold Storage toll plaza,SYNTHETIC
SR000902,LOC000018,P000460,,2026-01-20T08:38:31Z,Vehicle sighting captured by ANPR at Anna Nagar Bus Terminus,SYNTHETIC
SR000903,LOC000047,P000241,,2025-01-04T14:16:38Z,Subject used phone while parked near Azhagar Koil Road Junction,SYNTHETIC
SR000904,LOC000050,P000099,VH000067,2025-05-30T10:30:58Z,Subject used phone while parked near Ganapathy Bus Terminus,SYNTHETIC
SR000905,LOC000034,P000165,VH000111,2026-02-21T16:20:15Z,Routine patrol log entry - Mattuthavani Junction,SYNTHETIC
SR000906,LOC000045,P000030,VH000020,2025-07-01T04:07:08Z,Routine patrol log entry - Pothigai Nagar Toll Plaza,SYNTHETIC
SR000907,LOC000014,P000473,VH000208,2026-01-23T13:53:28Z,Vehicle TN43 UZ 7098 (bus) recorded entering Estancia Bridge End,SYNTHETIC
SR000908,LOC000031,P000241,,2026-04-05T23:58:27Z,CCTV frame captured at Peelamedu Textile Mill toll plaza,SYNTHETIC
SR000909,LOC000054,P000245,VH000152,2024-09-23T15:11:49Z,Routine patrol log entry - Kallamadu Agro Market,SYNTHETIC
SR000910,LOC000061,P000280,VH000159,2024-01-24T01:22:39Z,Subject met unidentified associate at Central Market Junction,SYNTHETIC
SR000911,LOC000037,P000437,,2025-07-21T03:37:49Z,Subject met unidentified associate at Chokkanadar Pettai Textile Mill,SYNTHETIC
SR000912,LOC000053,P000362,,2024-10-16T00:35:23Z,Subject used phone while parked near Mettupalayam Wholesale Market,SYNTHETIC
SR000913,LOC000011,P000311,,2025-04-21T21:11:29Z,Subject met unidentified associate at Peelamedu Harbour Gate,SYNTHETIC
SR000914,LOC000014,P000464,,2026-08-03T22:44:57Z,Vehicle sighting captured by ANPR at Estancia Bridge End,SYNTHETIC
SR000915,LOC000028,P000033,,2025-02-19T01:15:44Z,Routine patrol log entry - Ganapathy Mandi,SYNTHETIC
SR000916,LOC000031,P000333,,2024-01-10T16:59:19Z,Vehicle sighting captured by ANPR at Peelamedu Textile Mill,SYNTHETIC
SR000917,LOC000028,P000072,,2024-07-01T08:01:50Z,Subject met unidentified associate at Ganapathy Mandi,SYNTHETIC
SR000918,LOC000042,P000489,,2024-01-11T20:49:33Z,Subject observed on foot near Chromepet Agro Market,SYNTHETIC
SR000919,LOC000050,P000148,,2025-04-04T05:24:41Z,Routine patrol log entry - Ganapathy Bus Terminus,SYNTHETIC
SR000920,LOC000045,P000078,,2024-03-10T04:29:40Z,Subject met unidentified associate at Pothigai Nagar Toll Plaza,SYNTHETIC
SR000921,LOC000010,P000133,VH000089,2024-04-16T21:39:53Z,Subject met unidentified associate at Kuruvikulam Residential Layout,SYNTHETIC
SR000922,LOC000018,P000305,,2024-01-06T10:07:23Z,Subject observed on foot near Anna Nagar Bus Terminus,SYNTHETIC
SR000923,LOC000049,P000368,VH000098,2026-06-03T01:02:20Z,Subject met unidentified associate at Gandhipuram Warehouse Complex,SYNTHETIC
SR000924,LOC000021,P000150,VH000101,2024-03-05T10:04:02Z,Vehicle TN46 LW 5025 (motorcycle) recorded entering Valluvar Layout Harbour Gate,SYNTHETIC
SR000925,LOC000048,P000138,,2026-01-27T06:11:49Z,Subject observed on foot near Sulur Railway Yard,SYNTHETIC
SR000926,LOC000056,P000454,,2025-05-12T20:36:51Z,CCTV frame captured at Kallamadu Industrial Estate toll plaza,SYNTHETIC
SR000927,LOC000023,P000414,,2024-11-14T02:12:30Z,Subject observed on foot near Sundarankottai Fuel Station,SYNTHETIC
SR000928,LOC000048,P000574,VH000226,2025-12-14T01:36:34Z,Vehicle sighting captured by ANPR at Sulur Railway Yard,SYNTHETIC
SR000929,LOC000041,P000500,,2024-12-18T17:53:53Z,Vehicle sighting captured by ANPR at Vilachery Cold Storage,SYNTHETIC
SR000930,LOC000033,P000180,,2025-04-04T12:23:20Z,Routine patrol log entry - Ukkadam Toll Plaza,SYNTHETIC
SR000931,LOC000040,P000139,,2024-10-28T21:32:24Z,Vehicle sighting captured by ANPR at Gandhipuram Textile Mill,SYNTHETIC
SR000932,LOC000015,P000152,VH000103,2026-05-07T21:57:59Z,CCTV frame captured at Valluvar Layout Night Bazaar toll plaza,SYNTHETIC
SR000933,LOC000022,P000340,,2024-04-03T01:21:12Z,Subject used phone while parked near Nellithope Cold Storage,SYNTHETIC
SR000934,LOC000047,P000415,,2024-06-23T00:35:14Z,Subject met unidentified associate at Azhagar Koil Road Junction,SYNTHETIC
SR000935,LOC000054,P000081,VH000054,2024-02-12T15:20:21Z,Vehicle TN60 VJ 8955 (sedan) recorded entering Kallamadu Agro Market,SYNTHETIC
SR000936,LOC000056,P000263,,2025-03-06T04:50:16Z,Subject observed on foot near Kallamadu Industrial Estate,SYNTHETIC
SR000937,LOC000030,P000518,,2024-07-09T23:54:57Z,Subject used phone while parked near Ganapathy Junction,SYNTHETIC
SR000938,LOC000011,P000248,,2025-02-26T20:37:48Z,Subject observed on foot near Peelamedu Harbour Gate,SYNTHETIC
SR000939,LOC000019,P000403,,2026-08-15T15:17:04Z,Subject used phone while parked near Meenakshi Nagar Agro Market,SYNTHETIC
SR000940,LOC000016,P000331,VH000177,2025-08-30T08:34:17Z,Subject observed on foot near Ukkadam Harbour Police Station,SYNTHETIC
SR000941,LOC000011,P000151,VH000102,2024-09-08T09:15:27Z,Vehicle sighting captured by ANPR at Peelamedu Harbour Gate,SYNTHETIC
SR000942,LOC000019,P000470,,2026-07-12T02:04:03Z,Vehicle sighting captured by ANPR at Meenakshi Nagar Agro Market,SYNTHETIC
SR000943,LOC000007,P000130,VH000087,2024-05-27T05:05:52Z,CCTV frame captured at Muthialpet Check Post toll plaza,SYNTHETIC
SR000944,LOC000008,P000567,,2025-11-12T00:54:27Z,CCTV frame captured at Ambattur Warehouse Complex toll plaza,SYNTHETIC
SR000945,LOC000060,P000447,,2024-02-21T17:56:01Z,Vehicle sighting captured by ANPR at Ukkadam Cold Storage,SYNTHETIC
SR000946,LOC000028,P000471,,2025-02-25T21:39:09Z,Routine patrol log entry - Ganapathy Mandi,SYNTHETIC
SR000947,LOC000003,P000275,,2024-03-13T05:49:25Z,Subject used phone while parked near Thirunagar Cold Storage,SYNTHETIC
SR000948,LOC000047,P000365,,2026-02-25T21:58:59Z,Subject met unidentified associate at Azhagar Koil Road Junction,SYNTHETIC
SR000949,LOC000015,P000302,,2026-05-09T21:18:58Z,Subject used phone while parked near Valluvar Layout Night Bazaar,SYNTHETIC
SR000950,LOC000014,P000422,,2026-02-26T11:48:46Z,Vehicle sighting captured by ANPR at Estancia Bridge End,SYNTHETIC
SR000951,LOC000037,P000072,,2025-02-12T19:16:24Z,Vehicle sighting captured by ANPR at Chokkanadar Pettai Textile Mill,SYNTHETIC
SR000952,LOC000008,P000029,,2026-02-24T17:10:39Z,Subject met unidentified associate at Ambattur Warehouse Complex,SYNTHETIC
SR000953,LOC000030,P000304,,2025-10-14T10:32:10Z,CCTV frame captured at Ganapathy Junction toll plaza,SYNTHETIC
SR000954,LOC000058,P000161,VH000108,2025-12-04T13:45:28Z,Subject observed on foot near Anna Nagar Lorry Park,SYNTHETIC
SR000955,LOC000012,P000058,VH000038,2024-03-25T13:52:37Z,Subject used phone while parked near KK Nagar Night Bazaar,SYNTHETIC
SR000956,LOC000024,P000325,,2024-09-04T10:56:35Z,Subject met unidentified associate at Palladam Check Post,SYNTHETIC
SR000957,LOC000053,P000017,,2026-03-07T22:45:25Z,Vehicle sighting captured by ANPR at Mettupalayam Wholesale Market,SYNTHETIC
SR000958,LOC000045,P000078,,2024-11-28T16:41:47Z,Routine patrol log entry - Pothigai Nagar Toll Plaza,SYNTHETIC
SR000959,LOC000051,P000119,VH000081,2025-05-30T05:16:15Z,Subject observed on foot near Chokkanadar Pettai Outer Ring Road,SYNTHETIC
SR000960,LOC000011,P000220,VH000087,2025-12-12T15:29:27Z,Vehicle sighting captured by ANPR at Peelamedu Harbour Gate,SYNTHETIC
SR000961,LOC000057,P000613,,2025-05-15T15:04:28Z,CCTV frame captured at Azhagar Koil Road Fuel Station toll plaza,SYNTHETIC
SR000962,LOC000005,P000300,,2025-02-01T19:51:07Z,Subject met unidentified associate at Kajamalai Junction,SYNTHETIC
SR000963,LOC000061,P000033,,2025-03-28T22:16:12Z,Routine patrol log entry - Central Market Junction,SYNTHETIC
SR000964,LOC000036,P000171,,2025-09-14T14:48:46Z,Subject used phone while parked near Pothigai Nagar Oil Depot,SYNTHETIC
SR000965,LOC000011,P000128,,2025-08-22T20:37:56Z,Routine patrol log entry - Peelamedu Harbour Gate,SYNTHETIC
SR000966,LOC000003,P000263,,2025-07-12T13:48:00Z,CCTV frame captured at Thirunagar Cold Storage toll plaza,SYNTHETIC
SR000967,LOC000012,P000310,VH000173,2025-08-05T03:20:04Z,Subject observed on foot near KK Nagar Night Bazaar,SYNTHETIC
SR000968,LOC000004,P000159,VH000106,2024-01-07T10:18:13Z,Vehicle TN62 VM 5764 (lorry) recorded entering Chokkanadar Harbour Police Station,SYNTHETIC
SR000969,LOC000030,P000394,,2025-02-28T08:32:44Z,CCTV frame captured at Ganapathy Junction toll plaza,SYNTHETIC
SR000970,LOC000012,P000011,VH000212,2025-04-19T11:35:58Z,Vehicle sighting captured by ANPR at KK Nagar Night Bazaar,SYNTHETIC
SR000971,LOC000056,P000601,,2024-04-29T06:24:06Z,CCTV frame captured at Kallamadu Industrial Estate toll plaza,SYNTHETIC
SR000972,LOC000008,P000194,VH000130,2025-04-16T10:53:03Z,Vehicle TN60 FG 2343 (motorcycle) recorded entering Ambattur Warehouse Complex,SYNTHETIC
SR000973,LOC000036,P000601,,2025-07-31T14:31:40Z,Subject observed on foot near Pothigai Nagar Oil Depot,SYNTHETIC
SR000974,LOC000059,P000155,,2025-08-13T03:35:58Z,Subject used phone while parked near RS Puram Agro Market,SYNTHETIC
SR000975,LOC000028,P000452,,2024-03-07T05:14:36Z,Routine patrol log entry - Ganapathy Mandi,SYNTHETIC
SR000976,LOC000042,P000448,VH000006,2024-06-16T22:16:53Z,Routine patrol log entry - Chromepet Agro Market,SYNTHETIC
SR000977,LOC000022,P000347,VH000115,2024-07-26T06:09:17Z,Vehicle TN31 UA 5340 (pickup) recorded entering Nellithope Cold Storage,SYNTHETIC
SR000978,LOC000023,P000054,VH000035,2024-08-23T13:33:57Z,Vehicle TN43 FM 9546 (sedan) recorded entering Sundarankottai Fuel Station,SYNTHETIC
SR000979,LOC000011,P000136,VH000090,2025-09-12T12:25:00Z,Subject used phone while parked near Peelamedu Harbour Gate,SYNTHETIC
SR000980,LOC000050,P000380,,2025-10-08T18:56:38Z,Subject used phone while parked near Ganapathy Bus Terminus,SYNTHETIC
SR000981,LOC000023,P000151,,2024-10-15T21:03:55Z,CCTV frame captured at Sundarankottai Fuel Station toll plaza,SYNTHETIC
SR000982,LOC000007,P000461,,2025-01-26T22:56:02Z,Subject observed on foot near Muthialpet Check Post,SYNTHETIC
SR000983,LOC000045,P000163,VH000109,2024-07-05T00:39:28Z,Routine patrol log entry - Pothigai Nagar Toll Plaza,SYNTHETIC
SR000984,LOC000058,P000568,VH000213,2024-11-05T05:29:58Z,CCTV frame captured at Anna Nagar Lorry Park toll plaza,SYNTHETIC
SR000985,LOC000051,P000232,,2025-12-16T21:09:16Z,Routine patrol log entry - Chokkanadar Pettai Outer Ring Road,SYNTHETIC
SR000986,LOC000023,P000043,VH000030,2025-07-30T05:00:39Z,Routine patrol log entry - Sundarankottai Fuel Station,SYNTHETIC
SR000987,LOC000033,P000599,,2026-03-31T09:56:20Z,Routine patrol log entry - Ukkadam Toll Plaza,SYNTHETIC
SR000988,LOC000059,P000349,,2024-03-17T20:00:16Z,CCTV frame captured at RS Puram Agro Market toll plaza,SYNTHETIC
SR000989,LOC000023,P000211,,2026-02-16T09:00:32Z,Subject observed on foot near Sundarankottai Fuel Station,SYNTHETIC
SR000990,LOC000015,P000367,VH000185,2025-06-27T02:58:33Z,Subject observed on foot near Valluvar Layout Night Bazaar,SYNTHETIC
SR000991,LOC000003,P000075,,2026-08-11T00:36:24Z,Vehicle sighting captured by ANPR at Thirunagar Cold Storage,SYNTHETIC
SR000992,LOC000021,P000509,,2024-06-24T06:29:44Z,Vehicle sighting captured by ANPR at Valluvar Layout Harbour Gate,SYNTHETIC
SR000993,LOC000037,P000110,,2026-01-16T05:00:59Z,Vehicle sighting captured by ANPR at Chokkanadar Pettai Textile Mill,SYNTHETIC
SR000994,LOC000023,P000136,VH000090,2024-07-10T01:20:52Z,Routine patrol log entry - Sundarankottai Fuel Station,SYNTHETIC
SR000995,LOC000042,P000208,,2025-12-30T22:35:13Z,Vehicle sighting captured by ANPR at Chromepet Agro Market,SYNTHETIC
SR000996,LOC000041,P000438,VH000046,2024-09-11T19:38:31Z,Vehicle sighting captured by ANPR at Vilachery Cold Storage,SYNTHETIC
SR000997,LOC000037,P000033,,2026-04-28T19:06:15Z,Subject used phone while parked near Chokkanadar Pettai Textile Mill,SYNTHETIC
SR000998,LOC000030,P000010,,2025-11-03T15:45:59Z,Routine patrol log entry - Ganapathy Junction,SYNTHETIC
SR000999,LOC000054,P000566,,2024-12-12T07:15:41Z,CCTV frame captured at Kallamadu Agro Market toll plaza,SYNTHETIC
SR001000,LOC000050,P000546,,2025-09-06T11:24:46Z,Subject used phone while parked near Ganapathy Bus Terminus,SYNTHETIC
SR001001,LOC000018,P000506,VH000155,2025-11-20T09:14:19Z,Subject used phone while parked near Anna Nagar Bus Terminus,SYNTHETIC
SR001002,LOC000009,P000238,,2026-05-21T18:11:02Z,Subject observed on foot near Chokkanadar Pettai Oil Depot,SYNTHETIC
SR001003,LOC000005,P000474,,2026-08-15T06:10:05Z,Vehicle sighting captured by ANPR at Kajamalai Junction,SYNTHETIC
SR001004,LOC000013,P000132,,2025-01-16T03:07:16Z,Subject met unidentified associate at Bharathi Bazaar Wholesale Market,SYNTHETIC
SR001005,LOC000031,P000592,,2025-12-03T18:59:39Z,Subject met unidentified associate at Peelamedu Textile Mill,SYNTHETIC
SR001006,LOC000034,P000406,,2024-07-27T01:45:41Z,Subject used phone while parked near Mattuthavani Junction,SYNTHETIC
SR001007,LOC000015,P000143,VH000097,2024-01-02T10:42:34Z,Vehicle sighting captured by ANPR at Valluvar Layout Night Bazaar,SYNTHETIC
SR001008,LOC000008,P000115,,2024-08-23T08:35:40Z,Routine patrol log entry - Ambattur Warehouse Complex,SYNTHETIC
SR001009,LOC000019,P000441,VH000049,2025-08-21T12:11:48Z,Routine patrol log entry - Meenakshi Nagar Agro Market,SYNTHETIC
SR001010,LOC000041,P000255,VH000167,2024-10-04T19:06:55Z,CCTV frame captured at Vilachery Cold Storage toll plaza,SYNTHETIC
SR001011,LOC000009,P000065,VH000043,2025-01-05T02:46:51Z,Vehicle sighting captured by ANPR at Chokkanadar Pettai Oil Depot,SYNTHETIC
SR001012,LOC000020,P000196,,2024-06-09T11:35:44Z,Routine patrol log entry - Mylapore City Police Station,SYNTHETIC
SR001013,LOC000045,P000233,,2025-04-26T23:42:01Z,Subject observed on foot near Pothigai Nagar Toll Plaza,SYNTHETIC
SR001014,LOC000054,P000545,,2025-01-01T08:00:12Z,Subject used phone while parked near Kallamadu Agro Market,SYNTHETIC
SR001015,LOC000040,P000417,,2026-04-15T04:15:26Z,Subject observed on foot near Gandhipuram Textile Mill,SYNTHETIC
SR001016,LOC000058,P000400,,2025-05-30T22:30:17Z,Subject observed on foot near Anna Nagar Lorry Park,SYNTHETIC
SR001017,LOC000049,P000484,,2025-11-10T13:37:03Z,Subject observed on foot near Gandhipuram Warehouse Complex,SYNTHETIC
SR001018,LOC000053,P000237,VH000148,2025-11-19T17:12:49Z,Subject met unidentified associate at Mettupalayam Wholesale Market,SYNTHETIC
SR001019,LOC000003,P000235,,2025-05-02T16:04:41Z,Subject met unidentified associate at Thirunagar Cold Storage,SYNTHETIC
SR001020,LOC000010,P000366,,2026-04-01T19:56:56Z,Routine patrol log entry - Kuruvikulam Residential Layout,SYNTHETIC
SR001021,LOC000053,P000545,,2024-10-03T13:14:54Z,Subject met unidentified associate at Mettupalayam Wholesale Market,SYNTHETIC
SR001022,LOC000002,P000330,,2024-02-20T10:44:37Z,Subject used phone while parked near Velachery Oil Depot,SYNTHETIC
SR001023,LOC000042,P000611,,2025-05-16T20:30:41Z,Routine patrol log entry - Chromepet Agro Market,SYNTHETIC
SR001024,LOC000013,P000284,VH000162,2024-05-25T11:17:42Z,Routine patrol log entry - Bharathi Bazaar Wholesale Market,SYNTHETIC
SR001025,LOC000045,P000162,,2024-07-14T04:16:58Z,Vehicle sighting captured by ANPR at Pothigai Nagar Toll Plaza,SYNTHETIC
SR001026,LOC000030,P000621,,2025-02-08T12:40:03Z,Subject met unidentified associate at Ganapathy Junction,SYNTHETIC
SR001027,LOC000048,P000096,,2024-03-09T08:24:06Z,Subject met unidentified associate at Sulur Railway Yard,SYNTHETIC
SR001028,LOC000058,P000400,,2026-06-10T15:02:12Z,CCTV frame captured at Anna Nagar Lorry Park toll plaza,SYNTHETIC
SR001029,LOC000029,P000087,VH000059,2025-08-14T17:10:57Z,Vehicle sighting captured by ANPR at Estancia Fuel Station,SYNTHETIC
SR001030,LOC000031,P000403,VH000226,2024-12-03T22:33:31Z,CCTV frame captured at Peelamedu Textile Mill toll plaza,SYNTHETIC
SR001031,LOC000039,P000085,,2024-08-26T21:07:14Z,Vehicle sighting captured by ANPR at Thirunagar Industrial Estate,SYNTHETIC
SR001032,LOC000054,P000209,VH000111,2025-01-30T02:08:58Z,Subject met unidentified associate at Kallamadu Agro Market,SYNTHETIC
SR001033,LOC000011,P000321,VH000015,2025-11-04T15:49:44Z,Subject used phone while parked near Peelamedu Harbour Gate,SYNTHETIC
SR001034,LOC000023,P000321,VH000175,2025-05-02T22:40:21Z,Subject used phone while parked near Sundarankottai Fuel Station,SYNTHETIC
SR001035,LOC000021,P000495,,2024-12-22T22:56:23Z,CCTV frame captured at Valluvar Layout Harbour Gate toll plaza,SYNTHETIC
SR001036,LOC000028,P000324,,2026-07-26T16:34:13Z,CCTV frame captured at Ganapathy Mandi toll plaza,SYNTHETIC
SR001037,LOC000061,P000279,,2026-05-18T15:00:31Z,Subject met unidentified associate at Central Market Junction,SYNTHETIC
SR001038,LOC000001,P000406,,2024-04-01T20:27:15Z,Subject met unidentified associate at Ganapathy City Police Station,SYNTHETIC
